Age Group,Week,Time Period,Year,State,Note,State Abbreviation,Suppress,Type,Week Ending Date,averagecount,difference,Number of Deaths,Number of Records,pctdifference
65-74 years,19,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/9/2020,13169,3329,13169,1,33.8
65-74 years,20,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/16/2020,12642,2935,12642,1,30.2
65-74 years,21,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/23/2020,12102,2371,12102,1,24.4
65-74 years,22,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/30/2020,11875,2278,11875,1,23.7
65-74 years,23,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/6/2020,11646,1908,11646,1,19.6
65-74 years,24,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/13/2020,11613,1922,11613,1,19.8
65-74 years,25,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/20/2020,11597,1906,11597,1,19.7
65-74 years,26,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/27/2020,11532,1895,11532,1,19.7
65-74 years,27,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/4/2020,11767,2103,11767,1,21.8
65-74 years,28,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/11/2020,12211,2630,12211,1,27.5
65-74 years,29,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/18/2020,12251,2713,12251,1,28.4
65-74 years,30,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/25/2020,12495,2970,12495,1,31.2
65-74 years,31,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),8/1/2020,12396,2848,12396,1,29.8
65-74 years,32,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),8/8/2020,11145,1620,11145,1,17
75-84 years,1,2020,2020,United States,  ,US,,Predicted (weighted),1/4/2020,14540,218,14540,1,1.5
75-84 years,2,2020,2020,United States,  ,US,,Predicted (weighted),1/11/2020,14707,275,14707,1,1.9
75-84 years,3,2020,2020,United States,  ,US,,Predicted (weighted),1/18/2020,14243,50,14243,1,0.4
75-84 years,4,2020,2020,United States,  ,US,,Predicted (weighted),1/25/2020,14365,349,14365,1,2.5
75-84 years,5,2020,2020,United States,  ,US,,Predicted (weighted),2/1/2020,14106,260,14106,1,1.9
75-84 years,6,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/8/2020,14400,505,14400,1,3.6
75-84 years,7,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/15/2020,14343,542,14343,1,3.9
75-84 years,8,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/22/2020,14325,726,14325,1,5.3
75-84 years,9,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/29/2020,14494,1060,14494,1,7.9
75-84 years,10,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/7/2020,14598,1121,14598,1,8.3
75-84 years,11,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/14/2020,14170,923,14170,1,7
75-84 years,12,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/21/2020,14615,1484,14615,1,11.3
75-84 years,13,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/28/2020,15626,2606,15626,1,20
75-84 years,14,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/4/2020,17842,4856,17842,1,37.4
75-84 years,15,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/11/2020,19568,6641,19568,1,51.4
75-84 years,16,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/18/2020,19026,6449,19026,1,51.3
75-84 years,17,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/25/2020,18281,5749,18281,1,45.9
75-84 years,18,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/2/2020,16787,4370,16787,1,35.2
75-84 years,19,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/9/2020,16192,3929,16192,1,32
75-84 years,20,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/16/2020,15462,3359,15462,1,27.8
75-84 years,21,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/23/2020,14588,2514,14588,1,20.8
75-84 years,22,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/30/2020,14267,2401,14267,1,20.2
75-84 years,23,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/6/2020,13909,1959,13909,1,16.4
75-84 years,24,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/13/2020,13723,1922,13723,1,16.3
75-84 years,25,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/20/2020,13895,2075,13895,1,17.6
75-84 years,26,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/27/2020,13937,2082,13937,1,17.6
75-84 years,27,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/4/2020,14023,2285,14023,1,19.5
75-84 years,28,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/11/2020,14099,2297,14099,1,19.5
75-84 years,29,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/18/2020,14727,3024,14727,1,25.8
75-84 years,30,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/25/2020,15133,3490,15133,1,30
75-84 years,31,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),8/1/2020,15390,3745,15390,1,32.2
75-84 years,32,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),8/8/2020,14111,2435,14111,1,20.9
85 years and older,1,2020,2020,United States,  ,US,,Predicted (weighted),1/4/2020,18382,-1359,18382,1,-6.9
85 years and older,2,2020,2020,United States,  ,US,,Predicted (weighted),1/11/2020,18686,-1387,18686,1,-6.9
85 years and older,3,2020,2020,United States,  ,US,,Predicted (weighted),1/18/2020,18325,-1226,18325,1,-6.3
85 years and older,4,2020,2020,United States,  ,US,,Predicted (weighted),1/25/2020,18048,-1105,18048,1,-5.8
85 years and older,5,2020,2020,United States,  ,US,,Predicted (weighted),2/1/2020,18181,-657,18181,1,-3.5
85 years and older,6,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/8/2020,18168,-400,18168,1,-2.2
85 years and older,7,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/15/2020,17937,-679,17937,1,-3.6
85 years and older,8,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/22/2020,18081,-277,18081,1,-1.5
85 years and older,9,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),2/29/2020,18119,115,18119,1,0.6
85 years and older,10,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/7/2020,18161,41,18161,1,0.2
85 years and older,11,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/14/2020,17844,139,17844,1,0.8
85 years and older,12,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/21/2020,17685,-178,17685,1,-1
85 years and older,13,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),3/28/2020,19417,2011,19417,1,11.6
85 years and older,14,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/4/2020,22060,4936,22060,1,28.8
85 years and older,15,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/11/2020,24579,7509,24579,1,44
85 years and older,16,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/18/2020,24825,8086,24825,1,48.3
85 years and older,17,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),4/25/2020,23772,7351,23772,1,44.8
85 years and older,18,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/2/2020,21997,5750,21997,1,35.4
85 years and older,19,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/9/2020,20485,4684,20485,1,29.6
85 years and older,20,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/16/2020,20054,4255,20054,1,26.9
85 years and older,21,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/23/2020,18705,2995,18705,1,19.1
85 years and older,22,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),5/30/2020,17815,2380,17815,1,15.4
85 years and older,23,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/6/2020,17132,1603,17132,1,10.3
85 years and older,24,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/13/2020,16871,1447,16871,1,9.4
85 years and older,25,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/20/2020,16693,1418,16693,1,9.3
85 years and older,26,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),6/27/2020,17007,1790,17007,1,11.8
85 years and older,27,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/4/2020,17141,1957,17141,1,12.9
85 years and older,28,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/11/2020,17120,1950,17120,1,12.9
85 years and older,29,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/18/2020,17789,2723,17789,1,18.1
85 years and older,30,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),7/25/2020,18028,3072,18028,1,20.5
85 years and older,31,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),8/1/2020,18177,3258,18177,1,21.8
85 years and older,32,2020,2020,United States,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction.  ",US,,Predicted (weighted),8/8/2020,17197,2149,17197,1,14.3
